id;estado;setor;faturamento_informado;divida_total_pj;score;taxa;atraso_corrente;prazo;valor_contrato;valor_contrato_mais_juros;valor_em_aberto
32806;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;97000;0;310;4,809;0;12,6;11097,2925;13271,64;0
43440;SP;SIDERURGICA-METALURGIA;150000;1059000;574;3,4755;1382;4,2;42985,047;43379,28;32534,46
64062;MS;SERVICOS PROFISSIONAIS E TECNICOS;250000;374000;620;3,1605;0;12,6;109012,806;123497,52;0
83316;RJ;TELECOM;35000;5000;286;5,712;0;6,3;5408,7495;6101,58;0
100015;RJ;VAREJO;60000;54000;377;5,103;0;12,6;14427,714;17722,44;0
110643;SC;ATACADO;110000;9000;140;3,885;0;6,3;21639,912;23410,44;0
120765;RR;TRANSPORTE;70000;90000;248;5,1135;0;9,45;22002,9075;25237,89;0
123286;SP;SIDERURGICA-METALURGIA;250000;538000;123;4,3365;1168;12,6;55807,248;65354,52;54345,58
160197;RJ;SERVICOS DE EDUCACAO;100000;172000;368;3,7485;220;18,9;63030,576;75865,68;15663,23
167860;AP;INDUSTRIA DA CONSTRUCAO;48000;0;339;5,1555;1165;12,6;5582,1675;6929,16;6929,16
170403;RJ;VAREJO;15000;0;596;4,9875;0;3,15;5340,1635;5605,05;0
173120;SP;VAREJO;50000;0;308;5,061;1151;12,6;11100,0855;13886,52;13886,52
177051;GO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;55000;55000;988;4,0005;871;12,6;22199,7195;25955,52;6236,59
179456;GO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;25000;2000;368;4,851;1113;6,3;5409,8205;6058,86;5049,05
7442;SP;SIDERURGICA-METALURGIA;60000;0;249;5,2815;1589;12,6;5548,6725;6819,96;6251,63
10569;SP;TELECOM;65000;16000;477;4,221;0;12,6;16648,989;19641,12;0
11488;RS;VAREJO;65000;35000;373;4,7775;0;12,6;15539,8635;19064,76;0
13216;SP;VAREJO;45000;2000;630;4,536;0;12,6;16648,8525;19999,08;0
22643;MG;TEXTEIS;20000;0;188;5,859;1396;12,6;11158,707;14082,12;10448,36
34196;SP;VAREJO;75000;25000;255;4,851;0;12,6;16648,947;20382;0
35365;SP;SERVICOS ADMINISTRATIVOS;42000;37000;231;4,914;0;6,3;10816,3755;11748,42;0
45981;RJ;SERVICOS DE SAUDE;40000;53000;162;6,174;1375;12,6;11097,576;14349,12;13017,04
49316;RS;ATACADO;90000;192000;386;4,641;0;12,6;16224,39;17450,34;0
59753;ES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;45000;13000;346;5,0085;0;12,6;11097,3345;13427,52;0
83162;RN;BENS DE CAPITAL;70000;129000;456;4,305;0;12,6;27911,058;32927,28;0
90413;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;25000;2000;412;5,7015;1198;12,6;16739,0475;21000,24;15750,18
114555;SP;SERVICOS PROFISSIONAIS E TECNICOS;17000;0;559;5,04;0;12,6;11100,7785;13977,24;0
129711;MT;INDUSTRIA DIGITAL;100000;0;514;4,6935;0;12,6;11096,0745;13041,6;0
131998;BA;VAREJO;215000;159000;157;4,851;1207;6,3;16228,1175;18015;18015
133933;SP;SERVICOS DIVERSOS;110000;119000;316;4,0425;854;12,6;59147,697;67789,56;9732,75
139146;PR;VAREJO;60000;16000;406;4,893;861;12,6;16739,8035;20142,84;14163,22
141390;SP;VAREJO;85000;170000;390;4,62;1129;12,6;27751,6575;33982,32;28045,33
161280;PR;ATACADO;84000;0;330;4,851;1149;6,3;10816,3545;11724,84;9662,98
163548;MT;TRANSPORTE;7000000;1086000;190;4,389;8;9,45;88007,1885;97643,34;0
166513;RJ;INDUSTRIA DA CONSTRUCAO;153150;138000;703;3,633;1176;18,9;114612,96;137223,36;137223,36
170174;MG;SERVICOS PROFISSIONAIS E TECNICOS;100000;0;397;3,654;0;12,6;59882,2455;68174,52;0
176982;BA;VAREJO;30000;0;183;6,489;0;12,6;8879,535;11986,44;0
5194;MT;TELECOM;45000;0;109;5,607;0;12,6;16648,6215;21260,04;0
5585;SP;INDUSTRIA DA CONSTRUCAO;70000;113987;529;4,599;1436;12,6;11097,366;13132,08;5240,03
7068;BA;VAREJO;20000;0;572;4,8195;0;12,6;8877,876;10630,44;0
13945;MG;VAREJO;700000;1926000;319;4,1475;0;12,6;55810,7235;64806,12;0
17381;PR;SERVICOS DE EDUCACAO;150000;179000;189;5,1765;0;12,6;33299,469;41817,96;0
20997;ES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;21000;0;494;6,258;1224;6,3;3785,4705;4246,86;758,78
28558;SP;VAREJO;200000;166000;142;4,9875;0;9,45;19724,439;23120,91;0
52981;AM;VAREJO;98000;143000;122;5,544;0;6,3;10848,4845;11983,92;0
61150;MA;SERVICOS DE ALOJAMENTO/ALIMENTACAO;90000;45000;129;5,67;1319;12,6;11099,991;14390,16;13158,08
63803;SP;SERVICOS ADMINISTRATIVOS;50000;136000;175;3,969;1030;12,6;22200,6645;26007,36;11513,5
66994;BA;VAREJO;20000;5000;503;4,7355;0;12,6;11099,802;13568,52;0
80414;SP;VAREJO;100000;50000;202;4,263;0;12,6;39090,3555;46598,28;0
81585;AL;SERVICOS DIVERSOS;70000;4000;252;5,0505;0;10,5;16584,435;19492,5;0
90856;SP;VAREJO;150000;466000;331;4,3785;0;12,6;33291,8565;38888,4;0
109856;SP;TRANSPORTE;92350;56000;278;5,019;1197;12,6;16645,8705;20141,16;16731,55
110776;MG;SERVICOS ADMINISTRATIVOS;50000;25000;361;4,851;906;6,3;10814,6115;11517,66;9151,49
110844;SP;SERVICOS ADMINISTRATIVOS;200000;110000;363;4,7775;0;12,6;55854,351;69263,16;0
157800;DF;SERVICOS DE SAUDE;55000;44000;392;4,431;0;12,6;27890,52;32286,36;0
176010;PE;VAREJO;30000;0;202;4,8195;1129;6,3;5408,634;5908,2;4902,28
176205;SP;SERVICOS ADMINISTRATIVOS;76000;3000;159;5,2395;1046;12,6;11097,261;13584,24;8940,23
987;ES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;100000;0;0;4,0215;0;6,3;27031,2525;28504,26;0
9547;SP;VAREJO;1200000;5000;388;5,061;1581;12,6;39048,744;46859,28;46859,28
14773;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;85000;168000;288;4,788;451;12,6;11097,9645;13354,08;8493,4
23427;SP;SERVICOS PROFISSIONAIS E TECNICOS;210000;0;227;5,0085;0;6,3;21709,9785;24098,16;0
34924;BA;SERVICOS PROFISSIONAIS E TECNICOS;150000;871;238;3,8955;0;6,3;32455,3215;34701,48;0
67708;MT;VAREJO;50000;5000;376;5,04;0;12,6;11099,2455;13741,68;0
74183;MA;INDUSTRIA DA CONSTRUCAO;280000;0;334;4,431;0;9,45;32868,0135;36844,2;0
82047;PR;VAREJO;35000;41000;167;5,3655;976;12,6;11100,516;14217,72;10752,7
83097;GO;TELECOM;108000;19000;354;4,137;0;12,6;55797,399;64216,32;0
116032;SC;SERVICOS PROFISSIONAIS E TECNICOS;28000;15000;544;4,8825;0;14,7;11193,1365;14162,26;0
126398;SP;SERVICOS PROFISSIONAIS E TECNICOS;130000;620000;401;4,221;1178;12,6;39074,532;45847,68;41945,43
132779;RJ;SERVICOS ADMINISTRATIVOS;990500;65000;222;3,654;0;12,6;111666,6285;127359;0
135076;RS;VAREJO;80000;94000;579;4,494;513;12,6;11167,548;13463,28;6360,43
8673;SP;VAREJO;100000;0;512;4,0215;0;6,3;54249,8985;57346,2;0
10287;SP;VAREJO;18000;0;152;6,111;0;12,6;5549,9535;7378,32;0
15964;ES;VAREJO;400000;199000;142;5,061;0;12,6;27749,4;34580,4;0
16056;MS;VAREJO;60000;318000;345;4,62;1487;6,3;10815,735;11568,78;7712,52
39543;PR;ATACADO;180000;109000;117;5,628;1319;12,6;32762,6985;41502,48;30226,82
49775;PR;BENS DE CONSUMO;100000;112000;236;4,998;0;12,6;22194,795;26855,28;0
55587;PR;VAREJO;123425;386000;719;4,2105;0;10,5;33009,1335;37195,8;0
60607;AM;TRANSPORTE;80000;13000;191;5,376;0;6,3;21636,783;24375,24;0
65670;SP;ATACADO;1500000;4387000;261;4,0425;983;12,6;111582,0615;127271,88;57723,01
133318;PR;BENS DE CONSUMO;80000;8000;495;4,788;38;12,6;16647,666;20130;7721,5
149335;PE;VAREJO;20000;30000;730;5,1135;0;12,6;16740,318;20413,08;0
155932;SP;SERVICOS ADMINISTRATIVOS;98000;4000;425;5,166;0;12,6;16745,2425;20731,92;0
164326;SP;VAREJO;12500;3000;597;5,5125;0;12,6;11161,29;13979,28;0
165100;AM;VAREJO;40000;33000;122;4,6935;1172;8,4;8728,9755;9919,92;9919,92
167415;MG;SERVICOS DE ALOJAMENTO/ALIMENTACAO;35000;8000;336;5,4075;862;12,6;16648,0125;20910,36;3485,06
173777;MG;ATACADO;25000;0;538;5,859;1039;12,6;8929,9035;11456,4;7637,6
920;SP;INDUSTRIA DIGITAL;20000;15000;340;4,5885;0;12,6;22194,7215;26233,68;0
7979;SC;INDUSTRIA DA CONSTRUCAO;30000;9000;391;5,0085;0;6,3;3245,277;3578,76;0
16367;CE;PAPEL E CELULOSE;120000;101000;346;4,368;0;6,3;21707,5845;23473,62;0
16826;MG;VAREJO;18000;4000;231;5,6595;0;12,6;11097,2715;13900,56;0
20966;MA;PAPEL E CELULOSE;15000;2000;363;6,279;0;6,3;5408,172;6127,14;0
59094;MG;SERVICOS PROFISSIONAIS E TECNICOS;35000;0;322;5,397;0;18,9;5547,6855;6711,24;0
96643;RJ;SERVICOS PROFISSIONAIS E TECNICOS;20000;0;606;5,2185;0;12,6;11159,5575;13653,84;0
101083;SP;BENS DE CONSUMO;87000;79000;141;5,9535;1233;12,6;11098,1745;14299,44;13083,99
121975;SP;QUIMICA-PETROQUIMICA;110000;226000;101;3,612;1238;12,6;33293,9985;37457,52;37457,52
137100;PA;VAREJO;145000;132000;244;4,599;0;6,3;27048,525;29941,74;0
138256;RJ;SERVICOS PROFISSIONAIS E TECNICOS;200000;33000;501;3,969;0;12,6;83672,9985;94610,28;0
15686;SP;VAREJO;210000;30000;278;4,6515;0;9,45;55015,884;62172,99;0
24732;RJ;SERVICOS DE ALOJAMENTO/ALIMENTACAO;15000;0;316;5,964;0;6,3;3245,634;3750;0
26859;SP;ATACADO;9500;3000;486;6,279;1471;12,6;5578,713;7166,52;7166,52
65661;SP;VAREJO;250000;94000;191;4,4835;0;12,6;33291,972;39119,04;0
75685;MG;SERVICOS ADMINISTRATIVOS;31550;37000;496;4,5675;0;12,6;27743,5935;32792,28;0
117916;SP;INDUSTRIA DA CONSTRUCAO;900000;0;467;4,2735;1231;6,3;21712,9815;23580,9;23580,9
121297;MT;SERVICOS PROFISSIONAIS E TECNICOS;20000;12000;354;5,376;0;6,3;16224,348;17852,94;0
128308;RJ;SERVICOS ADMINISTRATIVOS;120000;34000;280;4,809;1165;12,6;19976,355;24066,72;19940,09
131760;SP;VAREJO;20000;0;481;5,187;0;8,4;5478,396;6337,12;0
134024;SE;VAREJO;25000;0;589;4,788;0;12,6;11096,148;13116,48;0
154361;PR;SERVICOS ADMINISTRATIVOS;40000;13000;544;4,8195;0;12,6;16647,5295;20154,24;0
158094;SP;SERVICOS ADMINISTRATIVOS;120000;24000;181;4,326;0;12,6;19978,875;23721,24;0
173958;BA;SERVICOS DIVERSOS;18000;0;411;5,019;0;12,6;5548,6305;6713,76;0
21335;SP;ATACADO;30000;2000;740;4,9245;1345;12,6;5579,4165;6697,2;3769,02
36792;SP;BENS DE CONSUMO;294698;297000;361;4,6515;1214;12,6;55800,486;66261,84;27609,1
57157;SP;ATACADO;170000;48000;401;4,2525;538;12,6;22194,8475;25772,64;0
60942;ES;SERVICOS DIVERSOS;35000;7000;237;4,5465;0;12,6;11098,269;13209,48;0
61041;MT;SERVICOS PROFISSIONAIS E TECNICOS;20000;303;391;5,25;0;12,6;6658,743;8217,72;0
76441;BA;VAREJO;200000;115000;117;4,2;0;6,3;32449,0635;34444,5;0
99464;PR;VAREJO;150000;134000;195;4,095;0;6,3;16225,062;17219,04;0
107260;BA;VAREJO;20000;265;241;5,775;0;12,6;11097,0825;13959,48;0
108386;BA;SERVICOS DE ALOJAMENTO/ALIMENTACAO;32000;49000;365;5,1345;381;12,6;11166,582;13951,56;13450,9
137103;MG;SERVICOS DIVERSOS;25000;0;233;7,056;0;6,3;5423,124;6207,18;0
151096;CE;VAREJO;250000;9000;373;4,3575;0;6,3;16227,4035;17613,6;0
157758;RS;TRANSPORTE;25000;19000;462;4,9035;0;10,5;11004,252;12980,3;0
158342;SC;SERVICOS DE ALOJAMENTO/ALIMENTACAO;50000;69000;659;4,7565;0;11,55;22103,4345;26375,91;0
166006;BA;SERVICOS DIVERSOS;30000;15000;401;5,082;1172;12,6;11098,542;13668,96;13668,96
3996;MT;VAREJO;90000;0;693;4,0215;0;12,6;27746,6175;32155,2;0
14330;SP;VAREJO;46000;0;344;5,2815;23;12,6;8876,91;10766,64;3821,14
15158;SP;SERVICOS ADMINISTRATIVOS;150000;0;735;4,053;0;12,6;33293,4945;38355;0
19632;AL;SERVICOS PROFISSIONAIS E TECNICOS;15000;806;472;5,208;0;6,3;3245,8965;3684,48;0
21282;SP;BENS DE CONSUMO;110000;41000;330;4,557;0;12,6;16650,669;20276,04;0
37947;RJ;TELECOM;400000;1616000;788;3,675;0;9,45;55065,297;60978,33;0
47395;CE;VAREJO;250000;3000;548;4,0425;0;18,9;57319,9935;71737,56;0
47993;PE;VAREJO;91252;0;486;4,3575;0;12,6;22194,921;25926;0
52128;SP;SERVICOS ADMINISTRATIVOS;10000;7000;503;4,9245;0;12,6;5550,069;6889,68;0
56283;SP;VAREJO;150000;0;232;5,04;0;9,45;27519,0825;32097,15;0
65641;MG;INDUSTRIA DA CONSTRUCAO;60000;0;494;4,6515;0;6,3;32574,633;36058,98;0
74425;PR;BENS DE CONSUMO;250000;181000;323;4,158;0;15,75;33718,1145;40863,45;0
85504;MT;ATACADO;100000;22000;111;4,263;843;6,3;10817,499;11621,76;0
117097;SP;VAREJO;80000;37000;261;4,767;743;18,9;57297,891;74325,78;53858,95
150569;MA;SERVICOS ADMINISTRATIVOS;30000;9000;635;5,0715;0;12,6;16643,991;19937,76;0
159921;MG;VAREJO;50000;25000;277;5,2815;0;12,6;22198,1865;27826,68;0
167239;PR;ATACADO;85000;0;581;4,4625;0;6,3;10854,018;11781,18;0
15260;RO;VAREJO;35000;33000;245;4,9875;1532;6,3;2163,651;2401,68;2401,68
15547;MT;VAREJO;45000;33000;232;5,6595;1288;12,6;5548,5675;6940,2;4048,45
49285;SP;BENS DE CONSUMO;80000;0;347;4,9665;0;6,3;5408,865;5964,66;0
50541;PR;VAREJO;15000;0;499;4,956;0;12,6;5549,5125;6819,24;0
57677;PB;SERVICOS DE ALOJAMENTO/ALIMENTACAO;180000;241000;424;4,0005;0;12,6;72550,926;83390,16;0
65572;AP;TRANSPORTE;1200000;19000;103;4,074;0;6,3;43393,938;45758,64;0
119820;PA;VAREJO;40000;1000;301;4,746;1109;12,6;5549,628;6751,32;4474,88
130016;PR;ATACADO;200000;29000;657;4,872;0;11,55;22218,1995;26384,38;0
167801;PR;VAREJO;80000;25000;220;5,166;926;12,6;27909,798;34599,6;11533,2
6968;MG;VAREJO;350000;171055;375;4,1685;1367;12,6;44632,8225;51265,08;27819,03
13467;SP;ATACADO;169000;0;213;5,0925;1478;6,3;16224,054;17656,92;8577,68
15531;SP;SERVICOS PROFISSIONAIS E TECNICOS;100000;122000;590;4,0845;0;12,6;33293,8095;38469,6;0
15758;SP;SERVICOS ADMINISTRATIVOS;1200000;663000;175;5,124;1511;6,3;32450,775;35691,24;29742,7
17643;MG;ATACADO;80000;0;325;4,9455;0;12,6;11166,582;13789,2;0
53658;SP;VAREJO;35000;16000;605;4,9875;0;12,6;5548,2;6641,64;0
62087;MG;BENS DE CONSUMO;80000;54000;548;4,3575;0;12,6;27895,707;32392,44;0
62495;MG;ATACADO;55000;10000;661;4,788;1263;12,6;5579,0805;6633,24;4974,93
67369;SP;SERVICOS ADMINISTRATIVOS;48000;0;254;5,04;1123;12,6;22198,5015;27483,36;19392,18
81507;PI;ATACADO;100000;71000;283;5,229;0;6,3;10855,215;12155,64;0
124494;MG;BENS DE CONSUMO;10000;0;342;5,6175;955;12,6;5549,985;7170,48;4588,71
128927;MS;QUIMICA-PETROQUIMICA;60000;170000;240;5,1135;1122;12,6;5549,0925;6816,24;5094,25
133029;DF;VAREJO;15000;0;634;5,0505;0;12,6;5550,132;6952,32;0
141956;SP;SERVICOS PROFISSIONAIS E TECNICOS;250000;113000;443;4,1055;0;12,6;89304,873;103698,72;0
144488;SP;SERVICOS PROFISSIONAIS E TECNICOS;270000;764000;338;3,5595;0;12,6;55828,101;63091,32;0
149281;PI;SERVICOS DE EDUCACAO;83000;142000;514;4,095;0;12,6;55819,7955;64944,24;0
178174;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;110000;19000;658;4,368;0;18,9;34390,2405;44112,42;0
1629;PR;ATACADO;15000;0;642;4,3995;0;6,3;10858,218;11825,1;0
3276;PA;VAREJO;60000;0;546;4,4205;0;12,6;27748,854;33195,24;0
21835;BA;SERVICOS ADMINISTRATIVOS;15000;19000;388;5,3655;1182;12,6;5549,166;6927,6;1142,05
29871;SP;VAREJO;82000;106000;194;6,153;1361;12,6;16646,175;21452,04;15957,5
44403;CE;VAREJO;15000;0;507;4,8195;0;12,6;5548,1475;6577,08;0
61814;PA;INDUSTRIA DA CONSTRUCAO;150000;63000;310;3,8745;0;6,3;21632,7615;22736,04;0
75668;MG;ATACADO;80000;0;545;4,641;1161;12,6;5581,0335;6665,76;3888,36
102505;PR;VAREJO;350000;311000;647;3,738;0;12,6;83683,656;93744;0
105567;PR;SERVICOS ADMINISTRATIVOS;130000;385000;369;3,738;0;12,6;55789,104;62496;0
106991;SP;VAREJO;135500;219000;168;3,969;0;12,6;22194,7005;25339,92;0
124443;MS;VAREJO;110000;0;334;5,0295;1169;6,3;5408,235;5901,24;3934,16
131455;RJ;ATACADO;20000;1000;191;6,909;0;12,6;5549,1765;7549,2;0
137002;DF;TELECOM;15000;0;527;4,6305;0;12,6;5549,9325;6748,56;0
161151;GO;QUIMICA-PETROQUIMICA;100000;511000;642;3,696;0;12,6;39065,0715;44063,64;0
523;SP;SERVICOS PROFISSIONAIS E TECNICOS;6000;202;850;4,5675;0;12,6;6658,4805;7870,2;0
882;SP;SERVICOS ADMINISTRATIVOS;120000;89000;218;5,1135;1620;12,6;22194,7215;27011,76;20530,35
6759;GO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;90000;85000;538;4,3785;0;12,6;22195,0575;25983;0
9770;CE;SERVICOS DE ALOJAMENTO/ALIMENTACAO;60000;1000;743;4,0425;0;12,6;33293,19;38316,6;0
54269;MG;INDUSTRIA DA CONSTRUCAO;300000;0;335;5,1345;0;15,75;56556,003;74741,25;0
65612;MT;VAREJO;30000;8000;265;5,7015;0;9,45;5501,055;6483,96;0
93377;GO;BENS DE CONSUMO;320000;96000;325;3,7275;1274;6,3;16227,4035;17219,7;17219,7
101337;SP;ATACADO;7203600;21330000;275;3,927;0;12,6;133917,462;152399,52;0
110519;RS;VAREJO;300000;550000;106;4,1475;0;12,6;22319,1885;25712,28;0
112761;SP;TRANSPORTE;70000;55000;101;6,4575;0;12,6;11099,802;15034,92;0
112986;SP;VAREJO;10000;994;329;5,8275;0;9,45;5477,9445;6515,01;0
115642;AC;VAREJO;31000;25000;361;5,355;0;12,6;5583,375;7075,92;0
122761;GO;ATACADO;140000;9000;295;4,095;0;12,6;16650,249;19635,36;0
129047;SP;VAREJO;150000;0;103;5,0085;1200;12,6;19975,389;24201,12;22184,36
131067;SP;VAREJO;115000;121000;406;3,8535;0;12,6;55837,95;64662,84;0
157889;RJ;SIDERURGICA-METALURGIA;20000;0;424;5,3025;0;6,3;10853,2725;12103,62;0
6080;RJ;VAREJO;100000;23391;746;4,2735;0;7,35;21726,2535;23564,17;0
28379;SP;VAREJO;110000;193000;152;5,019;463;12,6;33300,351;41551,8;9919,05
28679;SP;SERVICOS PROFISSIONAIS E TECNICOS;80000;3000;334;3,969;0;12,6;22201,326;26084,28;0
31997;RR;VAREJO;60000;11000;390;4,914;0;12,6;5548,5675;6666,48;0
53307;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;100000;34000;354;4,788;0;12,6;17756,3925;21313,92;0
64016;SP;TRANSPORTE;120000;0;421;4,0425;0;12,6;55791,036;63635,88;0
74713;SC;SERVICOS DE ALOJAMENTO/ALIMENTACAO;80000;18000;347;4,5045;1305;12,6;22200,255;26850,72;26850,72
85222;SC;INDUSTRIA DA CONSTRUCAO;20000;0;453;4,8405;0;12,6;5550,237;6879,12;0
96172;RJ;VAREJO;25000;0;470;5,2605;0;12,6;11099,697;13990,44;0
109597;RJ;SERVICOS PROFISSIONAIS E TECNICOS;22000;11000;739;5,3865;0;12,6;8727,8625;10066,88;0
110568;SP;SERVICOS PROFISSIONAIS E TECNICOS;35000;0;361;5,4495;0;12,6;11097,2295;13741,92;0
124514;MS;MINERACAO;110000;216000;320;3,759;0;12,6;33302,493;38671,08;0
138527;PR;VAREJO;3500000;2698000;233;3,864;0;12,6;111668,949;129082,08;0
144274;SP;VAREJO;52000;5000;476;4,389;0;12,6;11097,261;12962,76;0
145883;SP;INDUSTRIA DA CONSTRUCAO;40000;3000;414;4,305;20;12,6;33290,67;38577,48;0
149517;DF;SERVICOS ADMINISTRATIVOS;30000;3000;581;5,082;0;12,6;11162,76;13716,84;0
168226;SP;SERVICOS ADMINISTRATIVOS;30000;5000;468;4,893;0;12,6;16740,0345;20143,2;0
169204;SC;BENS DE CONSUMO;50000;148000;313;5,1135;903;12,6;11097,681;13560,12;3390,03
1400;RS;ATACADO;100000;150000;316;4,5885;0;12,6;33291,972;39350,4;0
22090;SP;VAREJO;20000;16000;636;5,019;1417;8,4;5456,031;6344,08;4706,41
29774;SP;VAREJO;300000;1358000;457;3,8955;0;12,6;89289,4275;101800,56;0
30430;RS;SERVICOS ADMINISTRATIVOS;115000;15000;625;3,9375;0;18,9;68771,913;84596,58;0
37797;PA;TELECOM;38000;13000;102;5,9535;0;4,2;5363,3895;5933,2;0
90425;DF;INDUSTRIA DIGITAL;20000;0;313;5,7435;0;12,6;11153,121;13695,96;0
92820;SC;VAREJO;200000;67000;188;3,9165;0;6,3;32448,6855;34103,58;0
131679;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;40000;7000;848;4,704;0;12,6;22197,4515;26802,12;0
136636;PR;PRODUTOS DE AGROPECUARIA;52000;10000;461;4,809;1172;12,6;11156,943;13234,32;12131,46
141915;SP;SERVICOS ADMINISTRATIVOS;54000;393000;151;3,9585;0;12,6;39090,492;45703,8;0
159236;PE;VAREJO;30000;0;401;5,754;0;9,45;11008,641;13333,32;0
177186;RJ;SERVICOS DIVERSOS;11000;0;311;5,2605;1165;12,6;5548,557;6792;6792
8267;PR;VAREJO;9000;0;467;5,502;0;3,15;1067,8395;1109,64;0
12026;SC;INDUSTRIA DIGITAL;30000;16000;740;4,6095;0;12,6;16645,713;19674,84;0
13848;MG;TEXTEIS;60000;41000;743;4,2735;0;9,45;16433,4345;18232,74;0
16593;SP;SIDERURGICA-METALURGIA;25000;8000;471;4,977;0;6,3;5408,0985;5874,12;0
21986;SP;SERVICOS PROFISSIONAIS E TECNICOS;20000;380;243;5,7225;1417;12,6;6659,856;8633,88;7157,4
22739;SP;SERVICOS PROFISSIONAIS E TECNICOS;107000;86000;423;4,515;0;12,6;33297,8205;39952,44;0
42181;RJ;SERVICOS DE ALOJAMENTO/ALIMENTACAO;600000;938000;0;3,6435;0;6,3;108587,3565;115808,16;0
58940;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;100000;0;446;4,5465;1238;12,6;33299,196;40156,86;26640,91
75791;PA;VAREJO;25000;48000;383;4,914;0;12,6;5407,9095;5840,52;0
76474;SP;INDUSTRIA DA CONSTRUCAO;150000;121000;697;3,738;1007;9,45;32871,8355;36081,9;26822,8
76938;MG;VAREJO;10000;0;318;5,796;0;12,6;5550,258;7296;0
91931;MG;VAREJO;350000;164000;158;3,8535;0;6,3;32549,265;34190,88;0
92364;RJ;TRANSPORTE;380000;350000;216;3,8325;0;6,3;32454,3555;34536,72;0
96576;SP;SERVICOS ADMINISTRATIVOS;90000;1000;475;4,3365;0;6,3;48842,4195;52758,96;0
97732;SP;VAREJO;35000;8000;527;5,3235;0;12,6;11092,788;12999,6;0
135575;SP;VAREJO;10000;0;483;5,6805;1063;12,6;5549,292;7075,92;4127,62
137901;CE;INDUSTRIA DIGITAL;16000;5000;529;4,2735;771;12,6;8878,0965;10342,08;7245,12
164062;PI;QUIMICA-PETROQUIMICA;25000;0;415;4,704;0;6,3;5409,138;5944,68;0
168380;SP;INDUSTRIA DA CONSTRUCAO;60000;516;420;4,431;1135;6,3;5427,3555;5897,52;4914,6
179188;RS;SERVICOS ADMINISTRATIVOS;60000;48000;397;4,536;0;12,6;27909,9975;33351;0
2813;CE;SERVICOS PROFISSIONAIS E TECNICOS;80000;34000;472;5,208;1123;12,6;22316,3325;27159,72;8551,97
7163;PR;;60000;0;395;4,6095;0;12,6;16645,797;19674,96;0
22640;SP;SERVICOS PROFISSIONAIS E TECNICOS;250000;130000;184;6,279;1319;12,6;16747,6155;22264,8;12359,85
33342;SP;VAREJO;89000;20000;161;4,557;1357;12,6;33294,9855;39674,4;32985,99
39307;SP;VAREJO;50000;43000;333;4,977;1309;9,45;5479,74;6515,73;4193,66
48086;SP;SERVICOS PROFISSIONAIS E TECNICOS;50000;21000;497;4,809;0;6,3;16283,505;17985,3;0
63182;SP;VAREJO;100000;88000;116;4,284;0;12,6;16650,963;19962;0
75484;AM;VAREJO;35000;0;587;4,7985;0;12,6;22194,669;26543,4;0
117666;SE;INDUSTRIA DA CONSTRUCAO;290992;180000;120;3,8955;0;6,3;21637,875;23226,36;0
121997;SP;QUIMICA-PETROQUIMICA;40000;82000;455;5,376;0;12,6;16651,2255;21415,56;0
163469;BA;INDUSTRIA DA CONSTRUCAO;18000;8000;460;5,0085;1186;12,6;8877,204;10652,76;10652,76
179627;MA;SERVICOS ADMINISTRATIVOS;320000;55000;377;3,6435;0;12,6;55841,814;63905,16;0
1038;SP;SERVICOS PROFISSIONAIS E TECNICOS;70000;0;270;4,6725;0;12,6;39054,4035;46161,48;0
11428;SP;TRANSPORTE;40000;2000;711;4,032;0;7,35;27160,266;29428,07;0
38624;BA;VAREJO;30000;0;523;4,578;402;12,6;5548,704;6558,48;3274,89
47761;SE;INDUSTRIA DA CONSTRUCAO;60000;0;283;4,8195;0;4,2;10726,7685;11496;0
55329;SP;INDUSTRIA DIGITAL;738911;1509000;67;3,8955;0;15,75;67895,0265;81060,3;0
56401;RS;INDUSTRIA DA CONSTRUCAO;40000;0;208;5,6385;0;6,3;8653,1025;9614,4;0
57028;MG;VAREJO;70000;49000;258;4,977;940;9,45;10955,9205;12566,7;2443,69
57400;PR;QUIMICA-PETROQUIMICA;50000;180000;319;4,935;0;18,9;17070,6585;22809,96;0
60175;GO;VAREJO;30000;0;275;5,3235;164;12,6;5548,6725;6831,48;3883,77
63705;SP;SERVICOS DIVERSOS;42000;0;635;4,6305;0;12,6;22199,5935;26962,68;0
73402;RJ;SERVICOS ADMINISTRATIVOS;150000;38000;383;4,368;1085;12,6;16646,1015;19444,32;5892,29
78247;SP;SIDERURGICA-METALURGIA;1400000;4036000;780;3,8535;1136;12,6;111673,9785;129205,68;116108,06
78863;SP;VAREJO;18000;0;686;4,7775;0;12,6;5548,767;6644,16;0
